"Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
"February 15, 2018",Florida,"Belle Glade","SW 4th Ave and MLK Blvd",0,1,N/A
"February 15, 2018",Alabama,Fairfield,"I-59 N",0,1,N/A
"February 15, 2018","District of Columbia",Washington,"500 block of B St SE",0,1,N/A
"February 15, 2018",Maryland,Baltimore,"1300 block of N Monroe St",0,1,N/A
"February 15, 2018",Florida,Orlando,"Holden Ave and S Orange Blossom Trail",0,1,N/A
"February 15, 2018",Florida,Jacksonville,"Lansdowne Dr",0,1,N/A
"February 15, 2018",Arkansas,"Little Rock","West 12th Street and South Woodrow Street",0,1,N/A
"February 15, 2018",Florida,"Coconut Creek","7600 Lyons Rd",0,1,N/A
"February 15, 2018",Florida,"Winter Springs","3100 block of Via Villanova Way",1,1,N/A
"February 15, 2018",Illinois,Carbondale,"400 E Mill St",1,1,N/A
"February 15, 2018",California,Turlock,"200 block of W Main St",0,2,N/A
"February 15, 2018",Illinois,Chicago,"800 N Cambridge Ave",0,1,N/A
"February 15, 2018",California,Richmond,"700 block of 9th St",0,2,N/A
"February 15, 2018",Mississippi,Aberdeen,"606 MS 25",0,1,N/A
"February 15, 2018",Texas,Dallas,"2600 block of Howland St",0,1,N/A
"February 15, 2018",Pennsylvania,Smithfield,"Morris Buncic Rd",0,2,N/A
"February 15, 2018",Pennsylvania,Pittsburgh,"E Agnew Ave and Brownsville Rd",0,1,N/A
"February 15, 2018",Louisiana,"New Orleans","1500 block of Flood St",0,1,N/A
"February 15, 2018",Kansas,Wichita,"600 block of North Parkdale",0,1,N/A
"February 15, 2018",Pennsylvania,Chester,"W 5th St and Frank Young Ave",0,1,N/A
"February 15, 2018","South Carolina",Greenville,"White Horse Road",0,1,N/A
"February 15, 2018",Texas,Longview,"103 W Loop 281",1,1,N/A
"February 15, 2018",Pennsylvania,Philadelphia,"2100 block of Etting Ter",0,3,N/A
"February 15, 2018",Texas,Arlington,"4721 S Cooper St",0,1,N/A
"February 15, 2018",Texas,Dallas,"3200 block of Palo Alto Dr",0,2,N/A
"February 14, 2018",Massachusetts,Weymouth,"686 Main St",0,1,N/A
"February 14, 2018",Pennsylvania,"Pittsburgh (Churchill)","Harmain Rd",0,1,N/A
"February 14, 2018",California,"Desert Hot Springs","12000 block of Avenida Alta Loma",1,1,N/A
"February 14, 2018",Washington,Spokane,"W Frederick Ave and N Lincoln St",0,1,N/A
"February 14, 2018",Michigan,Coopersville,"18000 80th Ave",0,1,N/A
"February 14, 2018",Texas,Amarillo,"401 SE 2nd Ave",0,1,N/A
"February 14, 2018","South Carolina",Columbia,"Albemarle Street",0,2,N/A
"February 14, 2018",Virginia,Roanoke,"703 Hunt Ave NW",0,1,N/A
"February 14, 2018",Nebraska,Omaha,"44th Ave and Pinkney St",0,1,N/A
"February 14, 2018",California,Oakland,"85th Ave and Railroad Ave",0,1,N/A
"February 14, 2018",Tennessee,Jackson,"200 block of Edenwood Dr",0,1,N/A
"February 14, 2018",Tennessee,Chattanooga,"3300 block of Campbell St",0,1,N/A
"February 14, 2018",Florida,Ocala,"Martin Luther King Jr Ave and W SR 40",0,1,N/A
"February 14, 2018",Tennessee,Nashville,"3701 Benham Ave",0,1,N/A
"February 14, 2018",Georgia,Augusta,"Walton Way and Baxter Ave",0,2,N/A
"February 14, 2018",California,"North Hollywood","Lankershim Blvd and Victory Blvd",1,1,N/A
"February 14, 2018",Georgia,Cordele,"W 24th Ave and Joe Wright Dr",0,1,N/A
"February 14, 2018",Georgia,Savannah,"Sunset Blvd and April St",1,1,N/A
"February 14, 2018",Arkansas,"Little Rock","7500 block of South University Avenue",0,1,N/A
"February 14, 2018",Arkansas,Pearcy,"400 block of Ryan Rd",0,1,N/A
"February 14, 2018","District of Columbia",Washington,"1400 block of Euclid St NW",0,1,N/A
"February 14, 2018",Florida,Tampa,"127th Ave",0,1,N/A
"February 14, 2018",Florida,"Panama City","3200 Block of US 231",0,1,N/A
"February 14, 2018",Florida,Orlando,"707 S Orange Blossom Trail",0,1,N/A
"February 14, 2018",Florida,Ocala,"1302 NW 10th St",0,1,N/A
"February 14, 2018",Louisiana,"Belle Rose","LA 308",0,1,N/A
"February 14, 2018",Texas,Converse,"Madison Creek",0,1,N/A
"February 14, 2018",Alabama,Trafford,"100 block of Faucet Drive",0,1,N/A
"February 14, 2018",Alabama,Mobile,"Aurelia Street",0,1,N/A
"February 14, 2018",Mississippi,Prentiss,"Zion Hill Church Road",1,1,N/A
"February 14, 2018",Louisiana,Monroe,"Winnsboro Road",0,1,N/A
"February 14, 2018",Louisiana,"Baton Rouge","Terrace Avenue",0,1,N/A
"February 14, 2018",Minnesota,"Minneapolis (Fridley)","MN 65",1,0,N/A
"February 14, 2018",Texas,Houston,"17900 block of Stoney Glade Ct",1,1,N/A
"February 14, 2018",Florida,"Pompano Beach (Parkland)","5901 Pine Island Rd",17,17,N/A
"February 14, 2018",Pennsylvania,Philadelphia,"2600 block of S Hobson St",0,2,N/A
"February 14, 2018",Pennsylvania,Philadelphia,"6600 block of Ogontz Ave",0,2,N/A
"February 14, 2018",Maryland,"Silver Spring","8550 Piney Branch Rd",0,1,N/A
"February 14, 2018","South Carolina",Columbia,"3727 Pine Belt Rd",0,1,N/A
"February 14, 2018","North Carolina",Wilmington,"100 Block of Spring Ave",0,1,N/A
"February 14, 2018",Texas,Humble,"19713 US 59",0,2,N/A
"February 14, 2018","North Carolina",Charlotte,"4400 block of N Tryon St",0,1,N/A
"February 14, 2018",Texas,"Fort Worth","2300 block of N Beach St",0,2,N/A
"February 14, 2018",Michigan,Coopersville,"18000 block of 80th Ave",0,1,N/A
"February 14, 2018",Illinois,Chicago,"5200 W Adams St",0,1,N/A
"February 14, 2018",Illinois,Chicago,"1300 S Kedzie Ave",0,1,N/A
"February 14, 2018",Arkansas,Lonoke,"420 E Holly St",0,1,N/A
"February 14, 2018","Rhode Island",Providence,"89 Verndale Ave",0,1,N/A
"February 14, 2018",Oklahoma,"Oklahoma City","1300 block of McKinley Ave",0,1,N/A
"February 14, 2018","South Carolina",Walhalla,"Quarter Horse Trail",1,1,N/A
"February 13, 2018",Florida,"Palm Beach Gardens (Riviera Beach)",N/A,0,2,N/A
"February 13, 2018",Tennessee,"La Follette (Lafollette)",N/A,0,1,N/A
"February 13, 2018",Texas,"San Antonio","300 block of Regina St",1,1,N/A
"February 13, 2018",Louisiana,Lafayette,"200 block of High Meadows Blvd",0,1,N/A
"February 13, 2018",Louisiana,Harvey,"West Bank Expressway and Manhattan Boulevard",0,1,N/A
"February 13, 2018",Utah,"Salt Lake City (West Valley City)","3510  W Parkway Blvd",1,2,N/A
"February 13, 2018",Louisiana,"New Orleans","5400 block of Andry Street",2,3,N/A
"February 13, 2018",Virginia,Norfolk,"3300 block of Kimball Terrace",0,1,N/A
"February 13, 2018",Tennessee,Memphis,"Ford Rd and King Rd",0,1,N/A
"February 13, 2018",Utah,"Salt Lake City","5683 S Redwood Rd",0,1,N/A
"February 13, 2018",Tennessee,Morristown,"3415 Dedra St",0,1,N/A
"February 13, 2018","New York",Buffalo,"600 block of Orleans St",0,1,N/A
"February 13, 2018",Tennessee,Memphis,"Elvis Presley Blvd and E Alcy Rd",1,1,N/A
"February 13, 2018","North Carolina","Bessemer City","500 block of Capps Rd",0,1,N/A
"February 13, 2018",Washington,Spokane,"S Jefferson St and W Sprague Ave",0,1,N/A
"February 13, 2018",Ohio,Lakemore,"1200 Main St",0,2,N/A
"February 13, 2018",Illinois,Chicago,"3800 S Princeton Ave",0,1,N/A
"February 13, 2018",Missouri,Independence,"East 47th Street and Otter Road",0,1,N/A
"February 13, 2018",Illinois,Chicago,"6700 S Justine St",0,1,N/A
"February 13, 2018",Florida,Parrish,"4200 block of Donnington Dr",0,1,N/A
"February 13, 2018",California,Hemet,"1700 block of S State St",0,1,N/A
"February 13, 2018",Kentucky,Louisville,"1600 block of Brashear Drive",0,1,N/A
"February 13, 2018",Wisconsin,Milwaukee,"N Teutonia Ave and W Capitol Dr",0,1,N/A
"February 13, 2018",Alabama,Millbrook,"3100 block of Oliver Drive",0,2,N/A
"February 13, 2018",Illinois,Chicago,"5300 S Bishop St",0,1,N/A
"February 13, 2018",Illinois,Chicago,"8400 S Martin Luther King Dr",0,1,N/A
"February 13, 2018",Illinois,Chicago,"7000 S Artesian Ave",0,1,N/A
"February 13, 2018",Louisiana,Rayne,"Bailey Street",0,1,N/A
"February 13, 2018",Illinois,Chicago,"3600 W Flournoy St",0,1,N/A
"February 13, 2018",Illinois,"Newton (Wendelin)",N/A,0,1,N/A
"February 13, 2018",Illinois,Chicago,"700 S St Louis Ave",0,1,N/A
"February 13, 2018",Michigan,Kalamazoo,"Bridge St and Dwight Ave",0,1,N/A
"February 13, 2018",Florida,Deland,"715 Wright Ct",0,1,N/A
"February 13, 2018","New Jersey","Perth Amboy","Brighton Ave and Gordon St",0,2,N/A
"February 13, 2018",Pennsylvania,Philadelphia,"5200 block of Walnut St",0,1,N/A
"February 13, 2018",Pennsylvania,Philadelphia,"500 W Erie Ave",0,1,N/A
"February 13, 2018",Louisiana,"New Orleans","700 block of Union St",0,2,N/A
"February 13, 2018","North Carolina","Winston Salem (Winston-salem)","5010 Split Rail Cir",0,1,N/A
"February 13, 2018",Louisiana,"Baton Rouge","1000 block of Manson Drive",0,1,N/A
"February 13, 2018",Indiana,Indianapolis,"900 Cottage Ave",0,1,N/A
"February 13, 2018",Texas,Houston,"7800 block of Soledad Dr",0,1,N/A
"February 13, 2018",Texas,Houston,"6400 South Dairy Ashford Rd",0,1,N/A
"February 13, 2018",Missouri,"Kansas City (Raytown)","6307 Ash Ave",0,1,N/A
"February 13, 2018",Texas,Duncanville,"800 E Hwy 67",0,2,N/A
"February 13, 2018",Pennsylvania,Coatesville,"US Rte 30 W",0,1,N/A
"February 13, 2018",Louisiana,Kenner,"2150 42nd Street",0,2,N/A
"February 12, 2018",Arizona,Glendale,"7910 N 43rd Ave",0,1,N/A
"February 12, 2018",Arizona,Tucson,"Missiondale Rd and Corona Rd",0,1,N/A
"February 12, 2018",Ohio,Columbus,"1848 Tamarack Cir S",0,1,N/A
"February 12, 2018",Kansas,Lawrence,"2300 block of W 26th St",0,1,N/A
"February 12, 2018",Virginia,Portsmouth,"10 block of Decatur St",0,1,N/A
"February 12, 2018",Delaware,Wilmington,"2100 block of N Pine St",0,1,N/A
"February 12, 2018","New York",Brooklyn,"Riverdale Ave and Snediker Ave",0,1,N/A
"February 12, 2018",Tennessee,Memphis,"Raines Rd and Hickory Hill Rd",0,1,N/A
"February 12, 2018","New York",Syracuse,"200 block of May Ave",0,1,N/A
"February 12, 2018",California,Olivehurst,"1900 block of 11th Ave",1,1,N/A
"February 12, 2018",Tennessee,Nashville,"Old Hickory Blvd and TN 100",0,1,N/A
"February 12, 2018",California,"Desert Hot Springs","66300 block of Cahuilla Ave",0,1,N/A
"February 12, 2018",Massachusetts,Brockton,"81 Warren Ave",0,1,N/A
"February 12, 2018",California,Woodland,"1388 E Main St",0,1,N/A
"February 12, 2018",Texas,Dallas,"4537 Elsie Faye Heggins St",0,3,N/A
"February 12, 2018",Kentucky,Louisville,"700 block of S Barbee Way",1,1,N/A
"February 12, 2018",Ohio,Toledo,"3200 block of Maplewood Ave",0,2,N/A
"February 12, 2018",Alabama,Birmingham,"5001 Sugar Ray Dr",0,2,N/A
"February 12, 2018",Alabama,Birmingham,"1382 Bessemer Rd",0,1,N/A
"February 12, 2018","South Carolina",Georgetown,"440 Lincolnshire Dr",0,1,N/A
"February 12, 2018",Illinois,Alton,"700 Northdale Dr",0,1,N/A
"February 12, 2018",Wisconsin,Racine,"1600 block of Edgewood Ave",0,1,N/A
"February 12, 2018",Washington,"Granite Falls","Mountain Loop Highway",0,1,N/A
"February 12, 2018",Indiana,Elkhart,"2820 Cassopolis St",0,1,N/A
"February 12, 2018",Wisconsin,Milwaukee,"31st St and W Lancaster Ave",0,1,N/A
"February 12, 2018",Georgia,Decatur,"1923 Wesley Chapel Road",0,3,N/A
"February 12, 2018",Minnesota,"Saint Paul","9th Ave S and Richmond St W",0,1,N/A
"February 12, 2018",Alaska,Wasilla,"Williwaw Way and Bogard Rd",0,1,N/A
"February 12, 2018",Missouri,"Saint Louis","1400 block of E John Ave",1,0,N/A
"February 12, 2018",Minnesota,"South Saint Paul",N/A,0,1,N/A
"February 12, 2018",Illinois,Chicago,"5200 S Morgan St",0,2,N/A
"February 12, 2018",Minnesota,Minneapolis,"2432 block of Ogema Place",0,1,N/A
"February 12, 2018",Florida,Orlando,"4801 W Colonial Dr",0,1,N/A
"February 12, 2018",Illinois,Chicago,"10700 S Prairie Ave",0,1,N/A
"February 12, 2018",Delaware,"Rehoboth Beach","19000 block of Norwood St",0,1,N/A
"February 12, 2018",California,Concord,"4800 block of Clayton Rd",0,1,N/A
"February 12, 2018",Illinois,Chicago,"2800 N Whipple St",0,1,N/A
"February 12, 2018",Illinois,Chicago,"2700 S State St",0,1,N/A
"February 12, 2018",Mississippi,Cleveland,"Beamon Drive",0,2,N/A
"February 12, 2018",Texas,Dallas,"600 block of N Ravinia Dr",0,1,N/A
"February 12, 2018",Massachusetts,Boston,"380 Arborway",0,1,N/A
"February 12, 2018",Connecticut,Hartford,"Brook St and and Mather St",0,1,N/A
"February 12, 2018",Georgia,"Ball Ground","200 block of Flat Bottom Trail",0,1,N/A
"February 12, 2018",Texas,"San Antonio","400 block of San Horacio Ave",0,1,N/A
"February 12, 2018",Texas,Dallas,"7611 Umphress Rd",1,1,N/A
"February 11, 2018",Kentucky,Kevil,"4420  Gordan Dr",0,1,N/A
"February 11, 2018",Pennsylvania,"Wilkes Barre (Ashley)","2300 PA 309",0,1,N/A
"February 11, 2018",Virginia,Richmond,"Treehaven Drive",0,1,N/A
"February 11, 2018","South Carolina",Columbia,"7301 Parklane Rd",0,1,N/A
"February 11, 2018","South Carolina",Orangeburg,"1700 block of Maxwell Pl",0,1,N/A
"February 11, 2018",Kentucky,Lexington,"Old Clubhouse Lane and Versailles Road",0,1,N/A
"February 11, 2018",Texas,Kilgore,"6412 TX 31",0,1,N/A
"February 11, 2018",Georgia,Columbus,"Farr Rd",0,1,N/A
"February 11, 2018","West Virginia",Huntington,"532 Bridge Street",0,1,N/A
"February 11, 2018",California,Oakland,"2300 block of East 26th St",0,1,N/A
"February 11, 2018",Utah,Ogden,"2400 Block of D Ave",0,1,N/A
"February 11, 2018",Wisconsin,Milwaukee,"N 40th St and W North Ave",0,1,N/A
"February 11, 2018",Georgia,Atlanta,"Martin Luther King Jr Boulevard NW and Joseph E Lowery Blvd NW",1,1,N/A
"February 11, 2018",California,Emeryville,"5885 Horton St",0,1,N/A
"February 11, 2018",Tennessee,Memphis,"Getwell Rd and Rhodes Ave",0,1,N/A
"February 11, 2018",Idaho,Moscow,"600 block of W Palouse River Dr",0,1,N/A
"February 11, 2018",Tennessee,Nashville,"1800 Stratford Ave",0,1,N/A
"February 11, 2018",Kentucky,Lexington,"1474 Anniston Drive",0,2,N/A
"February 11, 2018",California,"Laguna Beach","100 block of St Anna Dr",0,1,N/A
"February 11, 2018",Pennsylvania,Philadelphia,"75th St and Elmwood Ave",1,2,N/A
"February 11, 2018",Michigan,Detroit,"5000 block of E Outer Dr",0,1,N/A
"February 11, 2018",Michigan,Detroit,"14300 block of Sussex St",1,0,N/A
"February 11, 2018",Pennsylvania,Harrisburg,"N 2nd St and Barbara St",0,1,N/A
"February 11, 2018",Maryland,Baltimore,"1500 block of N Caroline St",0,1,N/A
"February 11, 2018","New Jersey",Trenton,"Colonial Ave",0,1,N/A
"February 11, 2018",Ohio,Cleveland,"6800 block of Guthrie Ave",0,1,N/A
"February 11, 2018","North Carolina",Wilmington,"1400 block of Edgewater Ln",0,1,N/A
"February 11, 2018",Florida,Orlando,"5365 Cinderlane Pkwy",0,1,N/A
"February 11, 2018",Mississippi,Corinth,N/A,0,1,N/A
"February 11, 2018","District of Columbia",Washington,"900 block of Florida Ave NW",0,1,N/A
"February 11, 2018","North Carolina",Jacksonville,"Huff Dr",0,1,N/A
"February 11, 2018",Tennessee,Chattanooga,"1700 block of S Seminole Dr",0,1,N/A
"February 11, 2018",Hawaii,Wahiawa,"Wilikina Dr",0,1,N/A
"February 11, 2018",Michigan,Eastpointe,"16000  block of Toepfer Dr",0,1,N/A
"February 11, 2018",Florida,"Spring Hill","4241 Mariner Blvd",0,2,N/A
"February 11, 2018",Florida,Orlando,"North Ln and Signal Hill Rd",0,1,N/A
"February 11, 2018",Alabama,Scottsboro,"100 block of Cecil St",0,1,N/A
"February 11, 2018","District of Columbia",Washington,"800 block of Southern Ave SE",0,3,N/A
"February 11, 2018",Florida,"Palm Bay","800 block of Brantley St",0,1,N/A
"February 11, 2018",Virginia,Portsmouth,"3200 block of George Washington Hwy",0,1,N/A
"February 11, 2018",Tennessee,Memphis,"Mt Moriah Rd and Ridgeway Rd",0,1,N/A
"February 11, 2018",Illinois,Chicago,"2500 W 63rd St",0,1,N/A
"February 11, 2018",Washington,Seattle,"1st Ave and Cherry Street",0,1,N/A
"February 11, 2018",Texas,Victoria,"3603 Houston Hwy",0,0,N/A
"February 11, 2018",Washington,Everett,"5900 block of Evergreen Way",0,1,N/A
"February 11, 2018",Michigan,Detroit,"19432 Lamont Street",4,3,N/A
"February 11, 2018",Nevada,"Las Vegas","2500 block of Sherwood St",0,1,N/A
"February 10, 2018","West Virginia",Charleston,"501 Morris St",0,1,N/A
"February 10, 2018",Arkansas,Texarkana,"3700 block of East St",0,1,N/A
"February 10, 2018",Nebraska,"Lancaster (county)",N/A,0,1,N/A
"February 10, 2018","South Carolina","Myrtle Beach","3506 US 501",0,1,N/A
"February 10, 2018",Louisiana,Metairie,"1300 block of South Wilson Street",0,1,N/A
"February 10, 2018","South Carolina",Eastover,"Henry St and Main St",1,2,N/A
"February 10, 2018",Ohio,Barberton,"Burt St and W Summit St",0,1,N/A
"February 10, 2018",Georgia,Wrens,N/A,0,1,N/A
"February 10, 2018",California,Fresno,"2200 block of Lee Ave",0,1,N/A
"February 10, 2018",Virginia,Hampton,"400 block of Colonial Ave",0,1,N/A
"February 10, 2018",Wisconsin,Madison,"323 W Beltline Hwy",1,1,N/A
"February 10, 2018",Washington,Chehalis,"700 block of Deep Creek Rd",0,1,N/A
"February 10, 2018",Maryland,Baltimore,"4000 block of Boarman Ave",0,1,N/A
"February 10, 2018",Tennessee,Memphis,"I-40 and TN 14",0,1,N/A
"February 10, 2018","North Carolina",Reidsville,"1100 block of Deerfield Dr",0,1,N/A
"February 10, 2018",Minnesota,Minneapolis,"2900 block of 30th Ave S",0,1,N/A
"February 10, 2018","North Carolina",Jacksonville,"200 block of Eastwood Dr",0,1,N/A
"February 10, 2018","North Carolina","New Bern","Ruth Ave",0,1,N/A
"February 10, 2018",Illinois,Chicago,"7700 S Peoria St",0,1,N/A
"February 10, 2018",Michigan,Saginaw,"3560 Sheridan Rd",0,1,N/A
"February 10, 2018",Pennsylvania,Philadelphia,"200 block of E Ontario St",0,1,N/A
"February 10, 2018",Pennsylvania,Philadelphia,"5100 block of Westminster Ave",0,1,N/A
"February 10, 2018",Pennsylvania,Lancaster,"100 block of Fairview Ave",1,1,N/A
"February 10, 2018",Florida,Deltona,"2360 Dumas Ave",0,1,N/A
"February 10, 2018",Louisiana,"New Orleans","Pauger Street and North Villere Street",0,1,N/A
"February 10, 2018",Florida,Palmetto,"2300 block of First Ave E",0,1,N/A
"February 10, 2018",Alabama,Docena,"100 block of 3rd Street",0,2,N/A
"February 10, 2018",Florida,"Altamonte Springs","100 block of Alder Ave",0,1,N/A
"February 10, 2018",Maryland,Baltimore,"400 block of E Baltimore St",0,1,N/A
"February 10, 2018",Alabama,Dothan,"Sixth Avenue",0,1,N/A
"February 10, 2018",Florida,"Fort Myers","13600 Indian Paint Ln",1,2,N/A
"February 10, 2018",Maryland,Baltimore,"100 block of Fagley St",0,1,N/A
"February 10, 2018",Mississippi,Jackson,"440 N Mill St",0,1,N/A
"February 10, 2018",Nebraska,Malcolm,"W Mill Rd and NW 112th St",0,1,N/A
"February 10, 2018",Mississippi,"Columbus (New Hope)",N/A,0,1,N/A
"February 10, 2018",Pennsylvania,"Pittsburgh (Churchill)","Horner Dr and Churchill Rd",0,1,N/A
"February 10, 2018","North Carolina",Charlotte,"Monroe Rd",0,1,N/A
"February 10, 2018",Florida,Jacksonville,"800 Block of Superior St",0,1,N/A
"February 10, 2018",Florida,"Fort Lauderdale","880 W Sunrise Blvd",1,1,N/A
"February 10, 2018",Minnesota,Minneapolis,"2900 30th Ave",0,1,N/A
"February 10, 2018",Minnesota,Sabin,N/A,0,1,N/A
"February 10, 2018",Arkansas,Batesville,"Dry Run Circle",0,1,N/A
"February 10, 2018",Georgia,Atlanta,"Cedar Avenue",0,1,N/A
"February 10, 2018",Pennsylvania,Brownsville,"305 Clover St",0,2,N/A
"February 10, 2018",Louisiana,Maringouin,"Church Street and Mayer Street",1,1,N/A
"February 10, 2018",Ohio,Westerville,"300 block of Crosswind Dr",2,1,N/A
"February 9, 2018",California,Azusa,"1500 block of W McKinley",0,2,N/A
"February 9, 2018",Missouri,Nevada,"CR 1725",0,1,N/A
"February 9, 2018",Mississippi,Walnut,"Lakeside Drive",0,1,N/A
"February 9, 2018",California,"San Diego","1000 block of S 45th St",0,2,N/A
"February 9, 2018",California,"San Diego","800 block of S 29th St",0,1,N/A
"February 9, 2018",California,Fremont,"34400 block of Ardenwood Blvd",0,1,N/A
"February 9, 2018",Ohio,Columbus,"500 block of Kimball Pl",0,1,N/A
"February 9, 2018",Tennessee,Nashville,"717 25th Ave N",0,1,N/A
"February 9, 2018",Oklahoma,"Oklahoma City","3000 S May Ave",0,1,N/A
"February 9, 2018",California,Fresno,"3808 N Blackstone Ave",0,3,N/A
"February 9, 2018",California,Modesto,"2800 block of Penny Ln",0,1,N/A
"February 9, 2018",Ohio,Cincinnati,"9000 block of Tag Drive",1,1,N/A
"February 9, 2018",Iowa,"Mount Pleasant","1600 block of Wapello Dr",0,1,N/A
"February 9, 2018",Georgia,"Locust Grove","1260 St. Francis Court",2,2,N/A
"February 9, 2018",Tennessee,Nashville,"904 26th Ave N",0,1,N/A
"February 9, 2018",Texas,Texarkana,"4624 Elizabeth St",0,1,N/A
"February 9, 2018",Maryland,Waldorf,"10300 block of Cassidy St",0,2,N/A
"February 9, 2018",Mississippi,Jackson,"Woodbine St and Fairhill Dr",0,1,N/A
"February 9, 2018",California,Oakland,"Seminary Ave and Elizabeth St",0,1,N/A
"February 9, 2018",Virginia,Portsmouth,"2700 block of Elm Ave",0,1,N/A
"February 9, 2018",Georgia,Columbus,"2026 Floyd Rd",1,1,N/A
"February 9, 2018",Georgia,Macon,"2760 Montpelier Ave",0,2,N/A
"February 9, 2018",Tennessee,Bolivar,N/A,0,1,N/A
"February 9, 2018",Hawaii,Waianae,"Hale Ekahi Dr",0,1,N/A
"February 9, 2018",Nevada,Reno,"211 E Grove St",0,1,N/A
"February 9, 2018",Virginia,Portsmouth,"200 block of Avondale Rd.",0,2,N/A
"February 9, 2018","District of Columbia",Washington,"600 block of Mellon St SE",0,1,N/A
"February 9, 2018",Pennsylvania,Philadelphia,"7901 State Rd",0,1,N/A
"February 9, 2018",Tennessee,Nashville,"2012 S. Hamilton Road",0,1,N/A
"February 9, 2018",California,Hesperia,"9600 block of 9th Ave",0,1,N/A
"February 9, 2018","South Carolina",Greenwood,"Williams Ave",0,1,N/A
"February 9, 2018",Kentucky,"Bowling Green","516 E 3rd Ave",0,1,N/A
"February 9, 2018",Louisiana,Raceland,"Brocato Lane",0,1,N/A
"February 9, 2018",Mississippi,Biloxi,"2000 block of Beach Blvd",0,1,N/A
"February 9, 2018",Arizona,Glendale,"47th Ave and Bethany Home Rd",0,1,N/A
"February 9, 2018",Minnesota,"Saint Paul","400 block of Clinton Ave",0,1,N/A
"February 9, 2018",Texas,Dallas,"2300 block of Shelburne Ct",0,1,N/A
"February 9, 2018","North Carolina",Asheville,"Amboy Rd",0,1,N/A
"February 9, 2018",Florida,Jacksonville,"1553 Lane Ave S",0,1,N/A
"February 9, 2018",Delaware,Wilmington,"200 block of W 23rd St",0,1,N/A
"February 9, 2018","New York",Brooklyn,"Claredon Rd",0,1,N/A
"February 9, 2018","District of Columbia",Washington,"3900 block of S Capitol St SW",0,1,N/A
"February 9, 2018",Louisiana,Shreveport,"700 block W. 69th Street",0,1,N/A
"February 9, 2018",Massachusetts,Lawrence,"Island St",0,1,N/A
"February 9, 2018",Colorado,"Colorado Springs","2400 block of N Cascade Ave",0,1,N/A
"February 9, 2018",Florida,Tampa,"3401 E Hillsborough Ave",0,1,N/A
"February 8, 2018",Texas,Houston,"7300 Orlando St",0,1,N/A
"February 8, 2018",Colorado,"Colorado Springs","1802 Monterey Rd",0,1,N/A
"February 8, 2018",Texas,"Fort Worth","2100 E Loop 820",0,1,N/A
"February 8, 2018",Illinois,Normal,"700 Wylie Dr",0,1,N/A
"February 8, 2018",Louisiana,"New Orleans","St. Claude Avenue and Lizardi Street",0,1,N/A
"February 8, 2018",Texas,"San Marcos","1655 Mill St",0,1,N/A
"February 8, 2018",Ohio,Toledo,"200 block of Worthington St",0,1,N/A
"February 8, 2018","North Carolina",Charlotte,"1900 block of St. Mark Street",0,1,N/A
"February 8, 2018",Texas,Longview,"Alpine Rd and Glover Dr",0,1,N/A
"February 8, 2018",Missouri,"Kansas City","4500 block of Elmwood Avenue",0,2,N/A
"February 8, 2018",Ohio,Cleveland,"W 95th St and Madison Ave",0,1,N/A
"February 8, 2018",Kentucky,Louisville,"1600 block of Dumesnil Street",0,1,N/A
"February 8, 2018",Kentucky,Elizabethtown,"4700 Bacon Creek Road",0,1,N/A
"February 8, 2018",Missouri,"Kansas City","E Gregory Blvd and Hwy 71",0,1,N/A
"February 8, 2018",Virginia,Richmond,"3500 Westcliffe Ave",0,1,N/A
"February 8, 2018",California,Fresno,"2624 S Elm Ave",0,1,N/A
"February 8, 2018",Massachusetts,Chicopee,"714 Chicopee St",0,1,N/A
"February 8, 2018",California,"Santa Rosa","3600 block of Melcon Ln",1,2,N/A
"February 8, 2018",Pennsylvania,Carbondale,"129 Dundaff St",0,1,N/A
"February 8, 2018","New Mexico",Albuquerque,"Central Ave and California St",0,1,N/A
"February 8, 2018",Illinois,"Loves Park","5900 Walker Ave",0,1,N/A
"February 8, 2018","South Carolina","Lake City","Samuel St",1,1,N/A
"February 8, 2018",Virginia,Hampton,"N Hope St and E Mercury Blvd",0,1,N/A
"February 8, 2018","South Carolina",Aiken,"630 Aldrich St NE",0,1,N/A
"February 8, 2018","South Carolina","North Charleston","3500 block of Admiral Dr",0,1,N/A
"February 8, 2018",Florida,Jacksonville,"2000 block of Lewis St",0,2,N/A
"February 8, 2018",Georgia,Atlanta,"S River Industrial Blvd and Forest Park Rd",0,1,N/A
"February 8, 2018",California,Fresno,"W Valencia Ave and S Fruit Ave",1,1,N/A
"February 8, 2018","North Carolina",Greensboro,"3203 Orange St",1,1,N/A
"February 8, 2018",Tennessee,Memphis,"American Way and S Perkins Rd",0,2,N/A
"February 8, 2018",Utah,"Salt Lake City (Murray)","3925 S State St",0,1,N/A
"February 8, 2018",Florida,Jacksonville,"10600 block of E Pine Estates Rd",1,1,N/A
"February 8, 2018","New Jersey","Toms River","400 Kettle Creek Rd",0,1,N/A
"February 8, 2018",Louisiana,"New Orleans","2200 block of Humanity Street",0,2,N/A
"February 8, 2018",Texas,"Fort Worth","1900 block of Everman Pkwy",0,1,N/A
"February 8, 2018",Colorado,Brighton,"744 Mockingbird St",0,1,N/A
"February 8, 2018",Michigan,Saginaw,"2300 block of Ledyard St",0,1,N/A
